SECTOR,year,STATE_PROVINCE_CODE,qtr,TXN_MTH,FIPS,scaled_amt,mo
RESTAURANTS,2010,MD,2,2010-05-01,24001,11273118.1066047,5
RESTAURANTS,2010,MD,2,2010-05-01,24003,85870547.8081323,5
RESTAURANTS,2010,MD,2,2010-05-01,24005,107578945.08405,5
RESTAURANTS,2010,MD,2,2010-05-01,24009,11453469.9120054,5
RESTAURANTS,2010,MD,2,2010-05-01,24011,2805223.00490652,5
RESTAURANTS,2010,MD,2,2010-05-01,24013,19305119.8317328,5
RESTAURANTS,2010,MD,2,2010-05-01,24015,11847839.5233581,5
RESTAURANTS,2010,MD,2,2010-05-01,24017,16800665.0914254,5
RESTAURANTS,2010,MD,2,2010-05-01,24019,4401530.67247969,5
RESTAURANTS,2010,MD,2,2010-05-01,24021,33985003.3588127,5
RESTAURANTS,2010,MD,2,2010-05-01,24023,3470764.15104772,5
RESTAURANTS,2010,MD,2,2010-05-01,24025,28138124.1310948,5
RESTAURANTS,2010,MD,2,2010-05-01,24027,36967111.0372995,5
RESTAURANTS,2010,MD,2,2010-05-01,24029,5194256.11853384,5
RESTAURANTS,2010,MD,2,2010-05-01,24031,137579815.73385,5
RESTAURANTS,2010,MD,2,2010-05-01,24033,94909192.5937841,5
RESTAURANTS,2010,MD,2,2010-05-01,24035,6064990.05069985,5
RESTAURANTS,2010,MD,2,2010-05-01,24037,9445337.00312455,5
RESTAURANTS,2010,MD,2,2010-05-01,24039,2044165.01774519,5
RESTAURANTS,2010,MD,2,2010-05-01,24041,9722212.77048277,5
RESTAURANTS,2010,MD,2,2010-05-01,24043,20122019.5681865,5
RESTAURANTS,2010,MD,2,2010-05-01,24045,13408316.2828306,5
RESTAURANTS,2010,MD,2,2010-05-01,24047,25327021.025166,5
RESTAURANTS,2010,MD,2,2010-05-01,24510,105719872.477286,5
RESTAURANTS,2010,MD,2,2010-06-01,24001,10362373.6428315,6
RESTAURANTS,2010,MD,2,2010-06-01,24003,77887264.6737019,6
RESTAURANTS,2010,MD,2,2010-06-01,24005,100060276.471552,6
RESTAURANTS,2010,MD,2,2010-06-01,24009,10594543.9472917,6
RESTAURANTS,2010,MD,2,2010-06-01,24011,2785485.75790683,6
RESTAURANTS,2010,MD,2,2010-06-01,24013,16380027.0342405,6
RESTAURANTS,2010,MD,2,2010-06-01,24015,10997492.4214312,6
RESTAURANTS,2010,MD,2,2010-06-01,24017,16111958.0295906,6
RESTAURANTS,2010,MD,2,2010-06-01,24019,4379392.93159344,6
RESTAURANTS,2010,MD,2,2010-06-01,24021,28681127.6759579,6
RESTAURANTS,2010,MD,2,2010-06-01,24023,3723546.38143148,6
RESTAURANTS,2010,MD,2,2010-06-01,24025,26013867.2645189,6
RESTAURANTS,2010,MD,2,2010-06-01,24027,33654691.8378237,6
RESTAURANTS,2010,MD,2,2010-06-01,24029,5042894.1112332,6
RESTAURANTS,2010,MD,2,2010-06-01,24031,128489897.406385,6
RESTAURANTS,2010,MD,2,2010-06-01,24033,87504678.5165636,6
RESTAURANTS,2010,MD,2,2010-06-01,24035,6036376.24940251,6
RESTAURANTS,2010,MD,2,2010-06-01,24037,9170362.81249456,6
RESTAURANTS,2010,MD,2,2010-06-01,24039,1815174.06867615,6
RESTAURANTS,2010,MD,2,2010-06-01,24041,9844572.83970464,6
RESTAURANTS,2010,MD,2,2010-06-01,24043,17738299.5732071,6
RESTAURANTS,2010,MD,2,2010-06-01,24045,11934232.7055988,6
RESTAURANTS,2010,MD,2,2010-06-01,24047,34832699.4449348,6
RESTAURANTS,2010,MD,2,2010-06-01,24510,93320950.4886973,6
RESTAURANTS,2010,MD,3,2010-07-01,24001,11392958.4354628,7
RESTAURANTS,2010,MD,3,2010-07-01,24003,78998471.4298086,7
RESTAURANTS,2010,MD,3,2010-07-01,24005,96959239.9162271,7
RESTAURANTS,2010,MD,3,2010-07-01,24009,10720058.1226612,7
RESTAURANTS,2010,MD,3,2010-07-01,24011,2838843.20887782,7
RESTAURANTS,2010,MD,3,2010-07-01,24013,15431134.7535173,7
RESTAURANTS,2010,MD,3,2010-07-01,24015,11687357.6040189,7
RESTAURANTS,2010,MD,3,2010-07-01,24017,15963782.2372833,7
RESTAURANTS,2010,MD,3,2010-07-01,24019,5379218.99841654,7
RESTAURANTS,2010,MD,3,2010-07-01,24021,28937500.1395011,7
RESTAURANTS,2010,MD,3,2010-07-01,24023,6471765.27659727,7
RESTAURANTS,2010,MD,3,2010-07-01,24025,26345312.5929119,7
RESTAURANTS,2010,MD,3,2010-07-01,24027,33508029.7251757,7
RESTAURANTS,2010,MD,3,2010-07-01,24029,6012602.70884581,7
RESTAURANTS,2010,MD,3,2010-07-01,24031,126296801.665851,7
RESTAURANTS,2010,MD,3,2010-07-01,24033,83334162.0325679,7
RESTAURANTS,2010,MD,3,2010-07-01,24035,7097210.97739817,7
RESTAURANTS,2010,MD,3,2010-07-01,24037,8348578.01604549,7
RESTAURANTS,2010,MD,3,2010-07-01,24039,2533236.86704831,7
RESTAURANTS,2010,MD,3,2010-07-01,24041,10833968.3330772,7
RESTAURANTS,2010,MD,3,2010-07-01,24043,18327743.6596836,7
RESTAURANTS,2010,MD,3,2010-07-01,24045,13853536.7661747,7
RESTAURANTS,2010,MD,3,2010-07-01,24047,55017843.5744022,7
RESTAURANTS,2010,MD,3,2010-07-01,24510,87715690.813061,7
RESTAURANTS,2010,MD,3,2010-08-01,24001,11294687.137144,8
RESTAURANTS,2010,MD,3,2010-08-01,24003,76950924.7568745,8
RESTAURANTS,2010,MD,3,2010-08-01,24005,98555567.8564266,8
RESTAURANTS,2010,MD,3,2010-08-01,24009,9911928.48540338,8
RESTAURANTS,2010,MD,3,2010-08-01,24011,3064683.74028336,8
RESTAURANTS,2010,MD,3,2010-08-01,24013,16972022.5093105,8
RESTAURANTS,2010,MD,3,2010-08-01,24015,11674772.6588513,8
RESTAURANTS,2010,MD,3,2010-08-01,24017,15464510.5578177,8
RESTAURANTS,2010,MD,3,2010-08-01,24019,4592964.6898658,8
RESTAURANTS,2010,MD,3,2010-08-01,24021,34065406.589979,8
RESTAURANTS,2010,MD,3,2010-08-01,24023,6096750.86477988,8
RESTAURANTS,2010,MD,3,2010-08-01,24025,25808446.6353368,8
RESTAURANTS,2010,MD,3,2010-08-01,24027,32436638.8148746,8
RESTAURANTS,2010,MD,3,2010-08-01,24029,5498186.10811206,8
RESTAURANTS,2010,MD,3,2010-08-01,24031,120564345.426238,8
RESTAURANTS,2010,MD,3,2010-08-01,24033,83110544.2806629,8
RESTAURANTS,2010,MD,3,2010-08-01,24035,6473774.61884313,8
RESTAURANTS,2010,MD,3,2010-08-01,24037,8823573.93053642,8
RESTAURANTS,2010,MD,3,2010-08-01,24039,1993832.88844164,8
RESTAURANTS,2010,MD,3,2010-08-01,24041,10679597.508558,8
RESTAURANTS,2010,MD,3,2010-08-01,24043,18925535.4078238,8
RESTAURANTS,2010,MD,3,2010-08-01,24045,13904895.5142859,8
RESTAURANTS,2010,MD,3,2010-08-01,24047,55191493.7822689,8
RESTAURANTS,2010,MD,3,2010-08-01,24510,88137452.8015829,8
RESTAURANTS,2010,MD,3,2010-09-01,24001,10542973.7917392,9
RESTAURANTS,2010,MD,3,2010-09-01,24003,73142679.5051532,9
RESTAURANTS,2010,MD,3,2010-09-01,24005,93930576.3089998,9
RESTAURANTS,2010,MD,3,2010-09-01,24009,8961755.49614642,9
RESTAURANTS,2010,MD,3,2010-09-01,24011,2530834.98355608,9
RESTAURANTS,2010,MD,3,2010-09-01,24013,15178256.9931781,9
RESTAURANTS,2010,MD,3,2010-09-01,24015,10446635.1546629,9
RESTAURANTS,2010,MD,3,2010-09-01,24017,15237280.9471507,9
RESTAURANTS,2010,MD,3,2010-09-01,24019,3991287.60939523,9
RESTAURANTS,2010,MD,3,2010-09-01,24021,26436236.8154675,9
RESTAURANTS,2010,MD,3,2010-09-01,24023,3693507.10613666,9
RESTAURANTS,2010,MD,3,2010-09-01,24025,24487174.6702318,9
RESTAURANTS,2010,MD,3,2010-09-01,24027,31030959.797998,9
RESTAURANTS,2010,MD,3,2010-09-01,24029,4820193.56223201,9
RESTAURANTS,2010,MD,3,2010-09-01,24031,118879882.08101,9
RESTAURANTS,2010,MD,3,2010-09-01,24033,87753608.1182095,9
RESTAURANTS,2010,MD,3,2010-09-01,24035,5880046.17668235,9
RESTAURANTS,2010,MD,3,2010-09-01,24037,8515795.46082199,9
RESTAURANTS,2010,MD,3,2010-09-01,24039,2256042.41447704,9
RESTAURANTS,2010,MD,3,2010-09-01,24041,9136982.74475365,9
RESTAURANTS,2010,MD,3,2010-09-01,24043,16611516.4489842,9
RESTAURANTS,2010,MD,3,2010-09-01,24045,12708156.8697879,9
RESTAURANTS,2010,MD,3,2010-09-01,24047,28068419.1450106,9
RESTAURANTS,2010,MD,3,2010-09-01,24510,80076135.5899732,9
RESTAURANTS,2010,MD,4,2010-10-01,24001,12038278.5393789,10
RESTAURANTS,2010,MD,4,2010-10-01,24003,76018549.4644336,10
RESTAURANTS,2010,MD,4,2010-10-01,24005,100573389.322935,10
RESTAURANTS,2010,MD,4,2010-10-01,24009,8422419.63980755,10
RESTAURANTS,2010,MD,4,2010-10-01,24011,2654689.18612341,10
RESTAURANTS,2010,MD,4,2010-10-01,24013,17661616.1696125,10
RESTAURANTS,2010,MD,4,2010-10-01,24015,11279979.7433569,10
RESTAURANTS,2010,MD,4,2010-10-01,24017,13768804.2335237,10
RESTAURANTS,2010,MD,4,2010-10-01,24019,4071886.15288904,10
RESTAURANTS,2010,MD,4,2010-10-01,24021,27711526.1173931,10
RESTAURANTS,2010,MD,4,2010-10-01,24023,3763804.72475387,10
RESTAURANTS,2010,MD,4,2010-10-01,24025,26183324.5786822,10
RESTAURANTS,2010,MD,4,2010-10-01,24027,32365628.8285407,10
RESTAURANTS,2010,MD,4,2010-10-01,24029,5008373.68486981,10
RESTAURANTS,2010,MD,4,2010-10-01,24031,115285775.580679,10
RESTAURANTS,2010,MD,4,2010-10-01,24033,80983848.3573918,10
RESTAURANTS,2010,MD,4,2010-10-01,24035,5799563.80502443,10
RESTAURANTS,2010,MD,4,2010-10-01,24037,8692922.45505611,10
RESTAURANTS,2010,MD,4,2010-10-01,24039,2245772.57607352,10
RESTAURANTS,2010,MD,4,2010-10-01,24041,8986197.58861256,10
RESTAURANTS,2010,MD,4,2010-10-01,24043,19037866.456997,10
RESTAURANTS,2010,MD,4,2010-10-01,24045,13401967.0559853,10
RESTAURANTS,2010,MD,4,2010-10-01,24047,14923451.92805,10
RESTAURANTS,2010,MD,4,2010-10-01,24510,96937532.5851559,10
RESTAURANTS,2010,MD,4,2010-11-01,24001,11086042.5397129,11
RESTAURANTS,2010,MD,4,2010-11-01,24003,74335985.6075253,11
RESTAURANTS,2010,MD,4,2010-11-01,24005,96653708.5842757,11
RESTAURANTS,2010,MD,4,2010-11-01,24009,8587230.68082296,11
RESTAURANTS,2010,MD,4,2010-11-01,24011,2375541.2053983,11
RESTAURANTS,2010,MD,4,2010-11-01,24013,16513389.6988461,11
RESTAURANTS,2010,MD,4,2010-11-01,24015,9790449.00655613,11
RESTAURANTS,2010,MD,4,2010-11-01,24017,15080592.4087459,11
RESTAURANTS,2010,MD,4,2010-11-01,24019,3744671.36815561,11
RESTAURANTS,2010,MD,4,2010-11-01,24021,28848447.3662775,11
RESTAURANTS,2010,MD,4,2010-11-01,24023,2568139.10254759,11
RESTAURANTS,2010,MD,4,2010-11-01,24025,24701948.0359318,11
RESTAURANTS,2010,MD,4,2010-11-01,24027,34804719.0662614,11
RESTAURANTS,2010,MD,4,2010-11-01,24029,3831963.50372063,11
RESTAURANTS,2010,MD,4,2010-11-01,24031,129366452.703026,11
RESTAURANTS,2010,MD,4,2010-11-01,24033,90769738.0648158,11
RESTAURANTS,2010,MD,4,2010-11-01,24035,5245619.62639338,11
RESTAURANTS,2010,MD,4,2010-11-01,24037,8523719.94058094,11
RESTAURANTS,2010,MD,4,2010-11-01,24039,1542953.19327344,11
RESTAURANTS,2010,MD,4,2010-11-01,24041,8430492.04495675,11
RESTAURANTS,2010,MD,4,2010-11-01,24043,18691783.9162887,11
RESTAURANTS,2010,MD,4,2010-11-01,24045,13173565.627303,11
RESTAURANTS,2010,MD,4,2010-11-01,24047,9835332.6381794,11
RESTAURANTS,2010,MD,4,2010-11-01,24510,87592655.6192291,11
RESTAURANTS,2010,MD,4,2010-12-01,24001,10942431.8301797,12
RESTAURANTS,2010,MD,4,2010-12-01,24003,80260804.2916461,12
RESTAURANTS,2010,MD,4,2010-12-01,24005,104645172.988357,12
RESTAURANTS,2010,MD,4,2010-12-01,24009,8275291.7702023,12
RESTAURANTS,2010,MD,4,2010-12-01,24011,2477972.47244137,12
RESTAURANTS,2010,MD,4,2010-12-01,24013,17597636.3361882,12
RESTAURANTS,2010,MD,4,2010-12-01,24015,9711784.14581405,12
RESTAURANTS,2010,MD,4,2010-12-01,24017,16624620.5381428,12
RESTAURANTS,2010,MD,4,2010-12-01,24019,3283019.82880463,12
RESTAURANTS,2010,MD,4,2010-12-01,24021,32399580.709518,12
RESTAURANTS,2010,MD,4,2010-12-01,24023,2535892.89928431,12
RESTAURANTS,2010,MD,4,2010-12-01,24025,26839410.1043826,12
RESTAURANTS,2010,MD,4,2010-12-01,24027,37738416.357069,12
RESTAURANTS,2010,MD,4,2010-12-01,24029,3461203.53796396,12
RESTAURANTS,2010,MD,4,2010-12-01,24031,138461696.348468,12
RESTAURANTS,2010,MD,4,2010-12-01,24033,93317512.4269274,12
RESTAURANTS,2010,MD,4,2010-12-01,24035,4496630.55119899,12
RESTAURANTS,2010,MD,4,2010-12-01,24037,8832095.95873926,12
RESTAURANTS,2010,MD,4,2010-12-01,24039,1622007.97496899,12
RESTAURANTS,2010,MD,4,2010-12-01,24041,7924694.05219376,12
RESTAURANTS,2010,MD,4,2010-12-01,24043,21060078.291015,12
RESTAURANTS,2010,MD,4,2010-12-01,24045,14868924.7589016,12
RESTAURANTS,2010,MD,4,2010-12-01,24047,9189071.84798385,12
RESTAURANTS,2010,MD,4,2010-12-01,24510,88919866.8418437,12
RESTAURANTS,2010,ME,1,2010-01-01,23001,7969290.75504419,1
RESTAURANTS,2010,ME,1,2010-01-01,23003,5050492.26793071,1
RESTAURANTS,2010,ME,1,2010-01-01,23005,28944687.2429282,1
RESTAURANTS,2010,ME,1,2010-01-01,23007,1357746.70638539,1
RESTAURANTS,2010,ME,1,2010-01-01,23009,2062343.74400676,1
RESTAURANTS,2010,ME,1,2010-01-01,23011,8439302.10422012,1
RESTAURANTS,2010,ME,1,2010-01-01,23013,2032033.35601414,1
RESTAURANTS,2010,ME,1,2010-01-01,23015,1659810.08975312,1
RESTAURANTS,2010,ME,1,2010-01-01,23017,2871576.2416709,1
RESTAURANTS,2010,ME,1,2010-01-01,23019,9047671.29444224,1
RESTAURANTS,2010,ME,1,2010-01-01,23021,1016288.15211748,1
RESTAURANTS,2010,ME,1,2010-01-01,23023,2139091.5074545,1
RESTAURANTS,2010,ME,1,2010-01-01,23025,1352482.98021314,1
RESTAURANTS,2010,ME,1,2010-01-01,23027,1635696.54248243,1
RESTAURANTS,2010,ME,1,2010-01-01,23029,1476113.424987,1
RESTAURANTS,2010,ME,1,2010-01-01,23031,10772584.9246296,1
RESTAURANTS,2010,ME,1,2010-02-01,23001,7378162.24965216,2
RESTAURANTS,2010,ME,1,2010-02-01,23003,5524554.27289371,2
RESTAURANTS,2010,ME,1,2010-02-01,23005,30102112.3521503,2
RESTAURANTS,2010,ME,1,2010-02-01,23007,1468175.88840793,2
RESTAURANTS,2010,ME,1,2010-02-01,23009,2419699.63761474,2
RESTAURANTS,2010,ME,1,2010-02-01,23011,8879334.23977421,2
RESTAURANTS,2010,ME,1,2010-02-01,23013,2262547.31036474,2
RESTAURANTS,2010,ME,1,2010-02-01,23015,2124009.1382969,2
RESTAURANTS,2010,ME,1,2010-02-01,23017,2954298.41380803,2
RESTAURANTS,2010,ME,1,2010-02-01,23019,10343520.7846009,2
RESTAURANTS,2010,ME,1,2010-02-01,23021,1052051.39250095,2
RESTAURANTS,2010,ME,1,2010-02-01,23023,2192556.37783142,2
RESTAURANTS,2010,ME,1,2010-02-01,23025,1450894.26266994,2
RESTAURANTS,2010,ME,1,2010-02-01,23027,1792439.98041529,2
RESTAURANTS,2010,ME,1,2010-02-01,23029,1425015.8225926,2
RESTAURANTS,2010,ME,1,2010-02-01,23031,11670219.0866106,2
RESTAURANTS,2010,ME,1,2010-03-01,23001,7735911.64237032,3
RESTAURANTS,2010,ME,1,2010-03-01,23003,5288301.10111047,3
RESTAURANTS,2010,ME,1,2010-03-01,23005,32865745.9144728,3
RESTAURANTS,2010,ME,1,2010-03-01,23007,1557732.59037242,3
RESTAURANTS,2010,ME,1,2010-03-01,23009,2721276.79502227,3
RESTAURANTS,2010,ME,1,2010-03-01,23011,9477139.18534512,3
RESTAURANTS,2010,ME,1,2010-03-01,23013,2285843.60001356,3
RESTAURANTS,2010,ME,1,2010-03-01,23015,2143150.07993623,3
RESTAURANTS,2010,ME,1,2010-03-01,23017,3094862.62116314,3
RESTAURANTS,2010,ME,1,2010-03-01,23019,10747202.7674952,3
RESTAURANTS,2010,ME,1,2010-03-01,23021,1157610.52987429,3
RESTAURANTS,2010,ME,1,2010-03-01,23023,2343276.70690991,3
RESTAURANTS,2010,ME,1,2010-03-01,23025,1518872.33807038,3
RESTAURANTS,2010,ME,1,2010-03-01,23027,1857885.20238092,3
RESTAURANTS,2010,ME,1,2010-03-01,23029,1756469.16705037,3
RESTAURANTS,2010,ME,1,2010-03-01,23031,12572774.3069391,3
RESTAURANTS,2010,ME,2,2010-04-01,23001,8030286.20869229,4
RESTAURANTS,2010,ME,2,2010-04-01,23003,5849351.61654864,4
RESTAURANTS,2010,ME,2,2010-04-01,23005,33844369.5326475,4
RESTAURANTS,2010,ME,2,2010-04-01,23007,1427249.32512655,4
RESTAURANTS,2010,ME,2,2010-04-01,23009,3326023.57245751,4
RESTAURANTS,2010,ME,2,2010-04-01,23011,9580832.51722753,4
RESTAURANTS,2010,ME,2,2010-04-01,23013,2665237.51516948,4
RESTAURANTS,2010,ME,2,2010-04-01,23015,2217874.73705006,4
RESTAURANTS,2010,ME,2,2010-04-01,23017,2921311.65023833,4
RESTAURANTS,2010,ME,2,2010-04-01,23019,11450031.8825158,4
RESTAURANTS,2010,ME,2,2010-04-01,23021,880364.402024385,4
RESTAURANTS,2010,ME,2,2010-04-01,23023,2542922.03814523,4
RESTAURANTS,2010,ME,2,2010-04-01,23025,1605808.24722026,4
RESTAURANTS,2010,ME,2,2010-04-01,23027,2149909.38121575,4
RESTAURANTS,2010,ME,2,2010-04-01,23029,1520770.08009604,4
RESTAURANTS,2010,ME,2,2010-04-01,23031,14007943.1115064,4
RESTAURANTS,2010,ME,2,2010-05-01,23001,8454797.90554494,5
RESTAURANTS,2010,ME,2,2010-05-01,23003,6035530.88668318,5
RESTAURANTS,2010,ME,2,2010-05-01,23005,37318364.2564923,5
RESTAURANTS,2010,ME,2,2010-05-01,23007,1607089.7569171,5
RESTAURANTS,2010,ME,2,2010-05-01,23009,5821982.45397541,5
RESTAURANTS,2010,ME,2,2010-05-01,23011,9879829.16298659,5
RESTAURANTS,2010,ME,2,2010-05-01,23013,3500006.91517759,5
RESTAURANTS,2010,ME,2,2010-05-01,23015,3579187.46363374,5
RESTAURANTS,2010,ME,2,2010-05-01,23017,3176863.12957587,5
RESTAURANTS,2010,ME,2,2010-05-01,23019,11282331.2175276,5
RESTAURANTS,2010,ME,2,2010-05-01,23021,1283779.68486642,5
RESTAURANTS,2010,ME,2,2010-05-01,23023,2832757.13253642,5
RESTAURANTS,2010,ME,2,2010-05-01,23025,1669473.66053401,5
RESTAURANTS,2010,ME,2,2010-05-01,23027,2438272.61491828,5
RESTAURANTS,2010,ME,2,2010-05-01,23029,2188525.4165317,5
RESTAURANTS,2010,ME,2,2010-05-01,23031,17813707.0440515,5
RESTAURANTS,2010,ME,2,2010-06-01,23001,7578859.77197974,6
RESTAURANTS,2010,ME,2,2010-06-01,23003,5588898.66140157,6
RESTAURANTS,2010,ME,2,2010-06-01,23005,36401095.947589,6
RESTAURANTS,2010,ME,2,2010-06-01,23007,1455994.60752628,6
RESTAURANTS,2010,ME,2,2010-06-01,23009,9219634.54389573,6
RESTAURANTS,2010,ME,2,2010-06-01,23011,9291802.21711168,6
RESTAURANTS,2010,ME,2,2010-06-01,23013,4283741.13141969,6
RESTAURANTS,2010,ME,2,2010-06-01,23015,4724906.75672615,6
RESTAURANTS,2010,ME,2,2010-06-01,23017,2991695.65514569,6
RESTAURANTS,2010,ME,2,2010-06-01,23019,10499357.5787095,6
RESTAURANTS,2010,ME,2,2010-06-01,23021,1212078.57710502,6
RESTAURANTS,2010,ME,2,2010-06-01,23023,2954999.31466302,6
RESTAURANTS,2010,ME,2,2010-06-01,23025,1789031.53358799,6
RESTAURANTS,2010,ME,2,2010-06-01,23027,2652715.30378134,6
RESTAURANTS,2010,ME,2,2010-06-01,23029,2702053.25708162,6
RESTAURANTS,2010,ME,2,2010-06-01,23031,18989794.8960473,6
RESTAURANTS,2010,ME,3,2010-07-01,23001,7654864.00403633,7
RESTAURANTS,2010,ME,3,2010-07-01,23003,6271293.87232129,7
RESTAURANTS,2010,ME,3,2010-07-01,23005,43475492.3215019,7
RESTAURANTS,2010,ME,3,2010-07-01,23007,1529218.20363619,7
RESTAURANTS,2010,ME,3,2010-07-01,23009,16824532.441284,7
RESTAURANTS,2010,ME,3,2010-07-01,23011,10550767.6639841,7
RESTAURANTS,2010,ME,3,2010-07-01,23013,6990179.58831381,7
RESTAURANTS,2010,ME,3,2010-07-01,23015,7302592.5982776,7
RESTAURANTS,2010,ME,3,2010-07-01,23017,3392048.25866558,7
RESTAURANTS,2010,ME,3,2010-07-01,23019,11188152.8938842,7
RESTAURANTS,2010,ME,3,2010-07-01,23021,1772285.6868394,7
RESTAURANTS,2010,ME,3,2010-07-01,23023,3677747.09840984,7
RESTAURANTS,2010,ME,3,2010-07-01,23025,1900636.9573801,7
RESTAURANTS,2010,ME,3,2010-07-01,23027,3277860.13806376,7
RESTAURANTS,2010,ME,3,2010-07-01,23029,3525399.00406507,7
RESTAURANTS,2010,ME,3,2010-07-01,23031,29840003.970043,7
RESTAURANTS,2010,ME,3,2010-08-01,23001,7674318.76319222,8
RESTAURANTS,2010,ME,3,2010-08-01,23003,6123933.34032912,8
RESTAURANTS,2010,ME,3,2010-08-01,23005,45051230.6563737,8
RESTAURANTS,2010,ME,3,2010-08-01,23007,1533676.93414696,8
RESTAURANTS,2010,ME,3,2010-08-01,23009,19482051.310072,8
RESTAURANTS,2010,ME,3,2010-08-01,23011,10440895.6278119,8
RESTAURANTS,2010,ME,3,2010-08-01,23013,7490793.03410505,8
RESTAURANTS,2010,ME,3,2010-08-01,23015,7787261.94396056,8
RESTAURANTS,2010,ME,3,2010-08-01,23017,3462312.34240605,8
RESTAURANTS,2010,ME,3,2010-08-01,23019,11090270.6809146,8
RESTAURANTS,2010,ME,3,2010-08-01,23021,1672360.07909539,8
RESTAURANTS,2010,ME,3,2010-08-01,23023,3734487.68462376,8
RESTAURANTS,2010,ME,3,2010-08-01,23025,1870274.59194027,8
RESTAURANTS,2010,ME,3,2010-08-01,23027,3380136.95828528,8
RESTAURANTS,2010,ME,3,2010-08-01,23029,4704271.34373574,8
RESTAURANTS,2010,ME,3,2010-08-01,23031,30409623.8746482,8
RESTAURANTS,2010,ME,3,2010-09-01,23001,8076617.14869343,9
RESTAURANTS,2010,ME,3,2010-09-01,23003,5962313.95350309,9
RESTAURANTS,2010,ME,3,2010-09-01,23005,35779768.2464507,9
RESTAURANTS,2010,ME,3,2010-09-01,23007,1482633.80691184,9
RESTAURANTS,2010,ME,3,2010-09-01,23009,11799046.6414786,9
RESTAURANTS,2010,ME,3,2010-09-01,23011,9189943.86190462,9
RESTAURANTS,2010,ME,3,2010-09-01,23013,5211029.86801376,9
RESTAURANTS,2010,ME,3,2010-09-01,23015,4989008.45681558,9
RESTAURANTS,2010,ME,3,2010-09-01,23017,2936707.14471978,9
RESTAURANTS,2010,ME,3,2010-09-01,23019,10672478.5559701,9
RESTAURANTS,2010,ME,3,2010-09-01,23021,1378590.03656418,9
RESTAURANTS,2010,ME,3,2010-09-01,23023,2699080.7411572,9
RESTAURANTS,2010,ME,3,2010-09-01,23025,1718089.56746582,9
RESTAURANTS,2010,ME,3,2010-09-01,23027,2607489.54760347,9
RESTAURANTS,2010,ME,3,2010-09-01,23029,3377679.69186064,9
RESTAURANTS,2010,ME,3,2010-09-01,23031,19761765.77072,9
RESTAURANTS,2010,ME,4,2010-10-01,23001,8509061.1743611,10
RESTAURANTS,2010,ME,4,2010-10-01,23003,6231583.13610041,10
RESTAURANTS,2010,ME,4,2010-10-01,23005,38369943.9403042,10
RESTAURANTS,2010,ME,4,2010-10-01,23007,1878599.93330856,10
RESTAURANTS,2010,ME,4,2010-10-01,23009,8901710.0529697,10
RESTAURANTS,2010,ME,4,2010-10-01,23011,10368480.4611913,10
RESTAURANTS,2010,ME,4,2010-10-01,23013,4443357.46902576,10
RESTAURANTS,2010,ME,4,2010-10-01,23015,4117268.92978629,10
RESTAURANTS,2010,ME,4,2010-10-01,23017,3576807.1389777,10
RESTAURANTS,2010,ME,4,2010-10-01,23019,12066235.423025,10
RESTAURANTS,2010,ME,4,2010-10-01,23021,1321745.03084675,10
RESTAURANTS,2010,ME,4,2010-10-01,23023,3125954.82052297,10
RESTAURANTS,2010,ME,4,2010-10-01,23025,2044309.59425513,10
RESTAURANTS,2010,ME,4,2010-10-01,23027,2720210.99125875,10
RESTAURANTS,2010,ME,4,2010-10-01,23029,2401503.93296673,10
RESTAURANTS,2010,ME,4,2010-10-01,23031,17090671.6723354,10
RESTAURANTS,2010,ME,4,2010-11-01,23001,7391114.28485085,11
RESTAURANTS,2010,ME,4,2010-11-01,23003,5672775.13468846,11
RESTAURANTS,2010,ME,4,2010-11-01,23005,33008620.6821537,11
RESTAURANTS,2010,ME,4,2010-11-01,23007,1601127.26229152,11
RESTAURANTS,2010,ME,4,2010-11-01,23009,2647305.78827802,11
RESTAURANTS,2010,ME,4,2010-11-01,23011,9329260.08140587,11
RESTAURANTS,2010,ME,4,2010-11-01,23013,2884578.58901716,11
RESTAURANTS,2010,ME,4,2010-11-01,23015,2363401.03426924,11
RESTAURANTS,2010,ME,4,2010-11-01,23017,3056725.59984898,11
RESTAURANTS,2010,ME,4,2010-11-01,23019,10565580.5797387,11
RESTAURANTS,2010,ME,4,2010-11-01,23021,916641.50114621,11
RESTAURANTS,2010,ME,4,2010-11-01,23023,2357251.2577671,11
RESTAURANTS,2010,ME,4,2010-11-01,23025,1669210.70025004,11
RESTAURANTS,2010,ME,4,2010-11-01,23027,1996189.17265216,11
RESTAURANTS,2010,ME,4,2010-11-01,23029,1651631.91487393,11
RESTAURANTS,2010,ME,4,2010-11-01,23031,13072093.1837325,11
RESTAURANTS,2010,ME,4,2010-12-01,23001,8482933.33777138,12
RESTAURANTS,2010,ME,4,2010-12-01,23003,6022468.89323803,12
RESTAURANTS,2010,ME,4,2010-12-01,23005,35433517.3667358,12
RESTAURANTS,2010,ME,4,2010-12-01,23007,1549317.65748017,12
RESTAURANTS,2010,ME,4,2010-12-01,23009,2681258.95543183,12
RESTAURANTS,2010,ME,4,2010-12-01,23011,10479108.8728134,12
RESTAURANTS,2010,ME,4,2010-12-01,23013,2800845.81700682,12
RESTAURANTS,2010,ME,4,2010-12-01,23015,2197290.6059811,12
RESTAURANTS,2010,ME,4,2010-12-01,23017,3225394.53204009,12
